# name: US-counties-internet
# source: https://raw.githubusercontent.com/eepsmedia/eeps-data-zoo/main/cages/US-counties-internet.csv
# importDate: 2026-01-29T15:54:27.920Z
# description: internet access in US Counties, probably 2023 
# attribute -- name: NAME, description: county or region name, type: categorical, editable: true
# attribute -- name: population, type: numeric, editable: true
# attribute -- name: median_income, type: numeric, editable: true
# attribute -- name: with_internet, description: percent of households with internet, type: numeric, editable: true
# attribute -- name: type, description: urban or rural...note that "mostly urban" means that most of the _people_ live in cities, editable: true
NAME,population,median_income,with_internet,type
"De Baca, New Mexico",2060,31028,67.5177305,Rural
"Dona Ana, New Mexico",215338,39164,75.0338915,Mostly Urban
"Eddy, New Mexico",57437,62982,80.2906321,Mostly Urban
"Grant, New Mexico",28061,37880,72.0903108,Mostly Urban
"Guadalupe, New Mexico",4382,24085,41.3817664,Mostly Urban
"Harding, New Mexico",459,30875,52.6066351,Rural
"Hidalgo, New Mexico",4371,36339,71.1351968,Rural
"Lea, New Mexico",70126,59797,79.0268608,Mostly Urban
"Lincoln, New Mexico",19482,42267,75.2783109,Mostly Rural
"Los Alamos, New Mexico",18356,115248,89.9960354,Mostly Urban
"Luna, New Mexico",24264,27377,60.4432133,Mostly Urban
"McKinley, New Mexico",72849,31674,47.2579453,Mostly Rural
"Mora, New Mexico",4563,26968,53.4201954,Rural
"Otero, New Mexico",65745,42752,79.0945235,Mostly Urban
"Quay, New Mexico",8373,27075,59.1176471,Mostly Urban
"Rio Arriba, New Mexico",39307,,54.7346346,Mostly Urban
"Roosevelt, New Mexico",19117,40775,78.5928786,Mostly Urban
"Sandoval, New Mexico",140769,59420,85.3377036,Mostly Urban
"San Juan, New Mexico",127455,50582,68.5514907,Mostly Urban
"San Miguel, New Mexico",28034,31660,57.17322,Mostly Urban
"Santa Fe, New Mexico",148917,59192,81.4545279,Mostly Urban
"Sierra, New Mexico",11135,30451,66.1521294,Mostly Urban
"Socorro, New Mexico",17000,36146,59.0989011,Mostly Urban
"Taos, New Mexico",32888,36758,65.2840769,Mostly Rural
"Torrance, New Mexico",15595,37218,65.2718927,Mostly Rural
"Union, New Mexico",4175,37936,61.9116582,Rural
"Valencia, New Mexico",75956,45084,72.7563753,Mostly Urban
"Albany, New York",307426,64535,86.1310393,Mostly Urban
"Allegany, New York",47025,47033,77.7999889,Mostly Rural
"Bronx, New York",1437872,38085,77.6824593,Mostly Urban
"Broome, New York",194402,50859,83.6145253,Mostly Urban
"Cattaraugus, New York",77686,47240,74.9880699,Mostly Rural
"Cayuga, New York",77868,56579,81.3029983,Mostly Rural
"Chautauqua, New York",129656,45332,79.1181618,Mostly Urban
"Chemung, New York",85740,53299,82.1022314,Mostly Urban
"Chenango, New York",48348,50595,82.0188203,Mostly Rural
"Clinton, New York",80794,55178,83.0705526,Mostly Rural
"Columbia, New York",60919,63032,80.8739056,Mostly Rural
"Cortland, New York",48123,54489,80.3392706,Mostly Urban
"Delaware, New York",45502,48827,78.5023647,Mostly Rural
"Dutchess, New York",293894,78028,89.0327629,Mostly Urban
"Erie, New York",919866,55673,82.5843696,Mostly Urban
"Essex, New York",37751,56196,82.3533225,Mostly Rural
"Franklin, New York",50692,51696,77.4779966,Mostly Rural
"Fulton, New York",53743,50248,79.9411738,Mostly Rural
"Genesee, New York",58112,59338,81.8377602,Mostly Rural
"Greene, New York",47617,53617,76.7716305,Mostly Rural
"Hamilton, New York",4575,57552,82.8291815,Rural
"Herkimer, New York",62505,51862,80.0593906,Mostly Rural
"Jefferson, New York",114448,52268,86.058659,Mostly Urban
"Kings, New York",2600747,56015,80.7298897,Mostly Urban
"Lewis, New York",26719,52380,79.2520992,Mostly Rural
"Livingston, New York",63907,56071,85.0510602,Mostly Rural
"Madison, New York",71359,60228,84.0428802,Mostly Rural
"Monroe, New York",744248,57479,85.2015984,Mostly Urban
"Montgomery, New York",49426,45837,78.2710399,Mostly Urban
"Nassau, New York",1356564,111240,91.0243605,Mostly Urban
"New York, New York",1632480,82459,86.8314662,Mostly Urban
"Niagara, New York",211704,54085,80.2983755,Mostly Urban
"Oneida, New York",230782,53844,82.0761215,Mostly Urban
"Onondaga, New York",464242,59225,83.8323708,Mostly Urban
"Ontario, New York",109472,63359,86.2958949,Mostly Urban
"Orange, New York",378227,76716,82.7341137,Mostly Urban
"Orleans, New York",41175,51843,81.3934978,Mostly Rural
"Oswego, New York",119104,53597,85.4166667,Mostly Rural
"Otsego, New York",60244,53121,81.2829003,Mostly Rural
"Putnam, New York",99070,102186,92.8630872,Mostly Urban
"Queens, New York",2298513,64987,84.4091762,Mostly Urban
"Rensselaer, New York",159431,65851,87.3642799,Mostly Urban
"Richmond, New York",474101,79267,84.2445472,Mostly Urban
"Rockland, New York",323686,91108,83.6138193,Mostly Urban
"St. Lawrence, New York",109558,49305,81.8258178,Mostly Rural
"Saratoga, New York",227377,80839,90.829392,Mostly Urban
"Schenectady, New York",154883,63785,86.173187,Mostly Urban
"Schoharie, New York",31364,53989,77.4345091,Mostly Rural
"Schuyler, New York",17992,51479,81.626506,Mostly Rural
"Seneca, New York",34612,54695,80.4097027,Mostly Rural
"Steuben, New York",96927,51789,78.9612523,Mostly Rural
"Suffolk, New York",1487901,96675,90.231382,Mostly Urban
"Sullivan, New York",75211,56256,81.1366081,Mostly Rural
"Tioga, New York",49045,60736,83.2975804,Mostly Rural
"Tompkins, New York",102962,58743,89.4497279,Mostly Urban
"Ulster, New York",179303,63348,87.0087289,Mostly Urban
"Warren, New York",64480,59813,85.2647625,Mostly Urban
"Washington, New York",61828,54114,80.8613437,Mostly Rural
"Wayne, New York",90856,55765,80.4761122,Mostly Rural
"Westchester, New York",968815,92758,88.4548501,Mostly Urban
"Wyoming, New York",40565,57914,80.8409738,Mostly Rural
"Yates, New York",25009,54343,75.0359951,Mostly Rural
"Alamance, North Carolina",160576,45735,79.5376138,Mostly Urban
"Alexander, North Carolina",37119,44961,73.028713,Mostly Rural
"Alleghany, North Carolina",10973,37558,73.0088496,Rural
"Anson, North Carolina",25306,39126,73.4237074,Mostly Rural
"Ashe, North Carolina",26786,40978,72.4862346,Mostly Rural
"Avery, North Carolina",17501,38134,73.2503416,Mostly Rural
"Beaufort, North Carolina",47243,43688,69.0142303,Mostly Rural
"Bertie, North Carolina",19644,33143,60.6569709,Mostly Rural
"Bladen, North Carolina",33778,32378,69.9742268,Mostly Rural
"Brunswick, North Carolina",126860,54406,85.5106407,Mostly Urban
"Buncombe, North Carolina",254474,50668,84.3183028,Mostly Urban
"Burke, North Carolina",89712,42516,71.2073143,Mostly Urban
"Cabarrus, North Carolina",201448,64174,90.031674,Mostly Urban
"Caldwell, North Carolina",81779,42072,77.9806099,Mostly Urban
"Camden, North Carolina",10447,63349,86.8873827,Mostly Rural
"Carteret, North Carolina",68920,54428,86.61839,Mostly Urban
"Caswell, North Carolina",22746,43961,66.6081229,Mostly Rural
"Catawba, North Carolina",156729,51157,81.9015041,Mostly Urban
"Chatham, North Carolina",69791,63531,83.1002208,Mostly Rural
"Cherokee, North Carolina",27668,40294,74.8970156,Rural
"Chowan, North Carolina",14205,42621,69.8028075,Mostly Rural
"Clay, North Carolina",10813,38801,79.4152509,Rural
"Cleveland, North Carolina",97159,40393,68.5510547,Mostly Rural
"Columbus, North Carolina",56293,36398,66.9550794,Mostly Rural
"Craven, North Carolina",103082,50870,83.937266,Mostly Urban
"Cumberland, North Carolina",332106,45716,84.9459081,Mostly Urban
"Currituck, North Carolina",25796,66284,85.632637,Mostly Rural
"Dare, North Carolina",35741,58012,90.0977916,Mostly Urban
"Davidson, North Carolina",164664,47271,79.7879977,Mostly Urban
"Davie, North Carolina",41991,57611,83.8489906,Mostly Rural
"Duplin, North Carolina",59062,38850,65.2265736,Mostly Rural
"Durham, North Carolina",306457,58190,88.6555847,Mostly Urban
"Edgecombe, North Carolina",53332,35516,65.1209583,Mostly Urban
"Forsyth, North Carolina",371573,50128,82.3226642,Mostly Urban
"Franklin, North Carolina",64902,53175,79.4052285,Mostly Rural
"Gaston, North Carolina",216585,49384,80.9200677,Mostly Urban
"Gates, North Carolina",11563,52205,73.955774,Rural
"Graham, North Carolina",8557,36525,56.0218978,Rural
"Granville, North Carolina",58874,55628,78.1978126,Mostly Rural
"Greene, North Carolina",21008,38306,76.8563163,Rural
"Guilford, North Carolina",523582,51072,81.9904208,Mostly Urban
"Halifax, North Carolina",51737,34251,64.1267285,Mostly Rural
"Harnett, North Carolina",130361,51630,80.3908087,Mostly Rural
"Haywood, North Carolina",60433,49800,74.138062,Mostly Rural
"Henderson, North Carolina",113625,52815,83.2377126,Mostly Urban
"Hertford, North Carolina",24153,37005,64.4454433,Mostly Rural
"Hoke, North Carolina",53239,47535,81.3282925,Mostly Urban
"Hyde, North Carolina",5393,45466,64.1040136,Rural
"Iredell, North Carolina",172525,58198,85.4167305,Mostly Urban
"Jackson, North Carolina",42256,44028,74.9849778,Mostly Rural
"Johnston, North Carolina",191172,56842,80.2647646,Mostly Rural
"Jones, North Carolina",9695,36892,61.2762872,Rural
"Lee, North Carolina",60125,48873,80.1048565,Mostly Urban
"Lenoir, North Carolina",57227,38387,78.7076684,Mostly Urban
"Lincoln, North Carolina",81441,53318,83.0522766,Mostly Rural
"McDowell, North Carolina",45109,40913,74.138411,Mostly Rural
"Macon, North Carolina",34410,43597,74.7563539,Mostly Rural
"Madison, North Carolina",21405,42410,75.5205868,Mostly Rural
"Martin, North Carolina",23054,39205,69.0423398,Mostly Rural
"Mecklenburg, North Carolina",1054314,64312,88.9157618,Mostly Urban
"Mitchell, North Carolina",15040,44186,69.7531835,Mostly Rural
"Montgomery, North Carolina",27338,42346,70.8001153,Mostly Rural
"Moore, North Carolina",95629,57899,83.3748236,Mostly Rural
"Nash, North Carolina",94003,48362,76.5332244,Mostly Urban
"New Hanover, North Carolina",224231,52716,87.101115,Mostly Urban
"Northampton, North Carolina",20186,35499,57.0352341,Mostly Rural
"Onslow, North Carolina",193912,49491,88.9081402,Mostly Urban
"Orange, North Carolina",142938,68211,91.8292753,Mostly Urban
"Pamlico, North Carolina",12742,44947,74.4768311,Rural
"Pasquotank, North Carolina",39479,48279,77.6725304,Mostly Urban
"Pender, North Carolina",59020,52989,79.6287788,Mostly Rural
"Perquimans, North Carolina",13459,45915,74.8268289,Rural
"Person, North Carolina",39305,48811,77.8010671,Mostly Rural
"Pitt, North Carolina",177372,44315,84.2241467,Mostly Urban
"Polk, North Carolina",20458,48834,82.7346082,Mostly Rural
"Randolph, North Carolina",142958,45006,76.3601649,Mostly Rural
"Richmond, North Carolina",45189,36091,71.999353,Mostly Urban
"Robeson, North Carolina",133442,33679,56.8970393,Mostly Rural
"Rockingham, North Carolina",91270,42490,73.2856644,Mostly Rural
"Rowan, North Carolina",139605,48667,80.0424466,Mostly Urban
"Rutherford, North Carolina",66532,40347,71.2165496,Mostly Rural
"Sampson, North Carolina",63561,39068,65.0932574,Mostly Rural
"Scotland, North Carolina",35262,35617,62.0910547,Mostly Urban
"Stanly, North Carolina",61114,49590,82.3080491,Mostly Rural
"Stokes, North Carolina",45905,46169,73.4897938,Mostly Rural
"Surry, North Carolina",72099,41068,73.7967914,Mostly Rural
"Swain, North Carolina",14254,36773,56.4394635,Rural
"Transylvania, North Carolina",33513,46629,81.3000071,Mostly Rural
"Tyrrell, North Carolina",4119,35472,63.2127529,Rural
"Union, North Carolina",226694,75397,91.1514668,Mostly Urban
"Vance, North Carolina",44482,37282,69.5561884,Mostly Rural
"Wake, North Carolina",1046558,76956,93.0145609,Mostly Urban
"Warren, North Carolina",20033,35962,61.3239075,Rural
"Washington, North Carolina",12156,35512,63.2367435,Mostly Rural
"Watauga, North Carolina",54117,45268,84.7801523,Mostly Rural
"Wayne, North Carolina",124002,42192,79.8371856,Mostly Urban
"Wilkes, North Carolina",68460,40829,75.1507671,Mostly Rural
"Wilson, North Carolina",81336,42850,76.1827689,Mostly Urban
"Yadkin, North Carolina",37665,42876,73.3946142,Mostly Rural
"Yancey, North Carolina",17667,39888,66.3874628,Rural
"Adams, North Dakota",2351,54875,81.2619503,Rural
"Barnes, North Dakota",10836,57064,80.7079646,Mostly Urban
"Benson, North Dakota",6886,44313,65.6455142,Rural
"Billings, North Dakota",946,92604,76.3636364,Rural
"Bottineau, North Dakota",6589,59882,81.6313214,Rural
"Bowman, North Dakota",3195,65063,84.1917024,Rural
"Burke, North Dakota",2213,74931,80.8437856,Rural
"Burleigh, North Dakota",93737,69719,87.1806558,Mostly Urban
"Cass, North Dakota",174202,62031,89.004784,Mostly Urban
"Cavalier, North Dakota",3824,67591,83.5924007,Rural
"Dickey, North Dakota",4970,60918,83.9170507,Rural
"Divide, North Dakota",2369,60074,74.0840036,Rural
"Dunn, North Dakota",4387,70500,83.7378641,Rural
"Eddy, North Dakota",2313,51563,76.9961977,Rural
"Emmons, North Dakota",3352,51029,65.2313625,Rural
"Foster, North Dakota",3290,60613,82.1527778,Rural
"Golden Valley, North Dakota",1882,56087,71.9626168,Rural
"Grand Forks, North Dakota",70400,51951,85.2093331,Mostly Urban
"Grant, North Dakota",2380,50962,74.0402194,Rural
"Griggs, North Dakota",2266,52794,74.905303,Rural
"Hettinger, North Dakota",2576,56761,75.9036145,Rural
"Kidder, North Dakota",2460,57734,75.9241706,Rural
"LaMoure, North Dakota",4100,59426,77.2752344,Rural
"Logan, North Dakota",1927,58144,77.5764439,Rural
"McHenry, North Dakota",5927,62637,81.0502283,Rural
"McIntosh, North Dakota",2654,50739,73.8800304,Rural
"McKenzie, North Dakota",12536,80732,87.9712747,Rural
"McLean, North Dakota",9608,65648,82.0447727,Rural
"Mercer, North Dakota",8570,79890,84.9810913,Mostly Rural
"Morton, North Dakota",30544,67584,83.6288416,Mostly Urban
"Mountrail, North Dakota",10152,70678,79.4126739,Rural
"Nelson, North Dakota",2920,48798,76.2001352,Rural
"Oliver, North Dakota",1837,68333,77.6,Rural
"Pembina, North Dakota",7016,64962,73.081761,Rural
"Pierce, North Dakota",4210,48802,77.3360867,Mostly Urban
"Ramsey, North Dakota",11557,57313,76.6340196,Mostly Urban
"Ransom, North Dakota",5361,61810,78.6649768,Rural
"Renville, North Dakota",2495,68182,81.3111546,Rural
"Richland, North Dakota",16288,61990,83.4319527,Mostly Rural
"Rolette, North Dakota",14603,39884,70.2673566,Rural
"Sargent, North Dakota",3883,67200,81.2977099,Rural
"Sheridan, North Dakota",1405,49261,72.2786647,Rural
"Sioux, North Dakota",4413,40862,59.6396396,Rural
"Slope, North Dakota",704,63942,75.0759878,Rural
"Stark, North Dakota",30876,75708,83.7119342,Mostly Urban
"Steele, North Dakota",1910,65848,82.1548822,Rural
"Stutsman, North Dakota",21064,57642,82.2197681,Mostly Urban
"Towner, North Dakota",2246,53696,67.8571429,Rural
"Traill, North Dakota",8019,62870,84.1743804,Rural
"Walsh, North Dakota",10802,54414,72.4230531,Mostly Rural
"Ward, North Dakota",69034,67753,89.0835873,Mostly Urban
"Wells, North Dakota",4055,57989,78.877551,Rural
"Williams, North Dakota",34061,86575,88.2730924,Mostly Urban
"Adams, Ohio",27878,36894,66.1652054,Mostly Rural
"Allen, Ohio",103642,50552,82.339591,Mostly Urban
"Ashland, Ohio",53477,52730,80.7965165,Mostly Rural
"Ashtabula, Ohio",98136,44823,77.990545,Mostly Urban
"Athens, Ohio",65936,37778,81.1494253,Mostly Urban
"Auglaize, Ohio",45784,61758,85.2801367,Mostly Urban
"Belmont, Ohio",68472,49361,75.4312977,Mostly Rural
"Brown, Ohio",43679,52356,77.4176896,Mostly Rural
"Butler, Ohio",378294,63358,87.6868317,Mostly Urban
"Carroll, Ohio",27578,52394,76.4875067,Mostly Rural
"Champaign, Ohio",38864,57103,85.5414557,Mostly Rural
"Clark, Ohio",135198,48502,82.7374556,Mostly Urban
"Clermont, Ohio",203216,64822,87.2999832,Mostly Urban
"Clinton, Ohio",41896,51354,81.6310324,Mostly Rural
"Columbiana, Ohio",104003,46306,79.9039518,Mostly Urban
"Coshocton, Ohio",36574,44491,72.0489593,Mostly Rural
"Crawford, Ohio",42021,42892,79.8760912,Mostly Urban
"Cuyahoga, Ohio",1253783,48435,80.7667525,Mostly Urban
"Darke, Ohio",51734,52691,81.2266052,Mostly Rural
"Defiance, Ohio",38279,57665,82.8436206,Mostly Urban
"Delaware, Ohio",197008,104322,94.1951085,Mostly Urban
"Erie, Ohio",75136,52270,83.7577074,Mostly Urban
"Fairfield, Ohio",152910,66175,87.1421396,Mostly Urban
"Fayette, Ohio",28645,46478,76.9086571,Mostly Urban
"Franklin, Ohio",1275333,58762,87.9459562,Mostly Urban
"Fulton, Ohio",42305,60231,83.9939117,Mostly Rural
"Gallia, Ohio",30195,42113,71.694392,Mostly Rural
"Geauga, Ohio",93961,79956,83.1684852,Mostly Rural
"Greene, Ohio",165811,67109,88.3634529,Mostly Urban
"Guernsey, Ohio",39274,43975,76.2392844,Mostly Rural
"Hamilton, Ohio",812037,54976,84.3034303,Mostly Urban
"Hancock, Ohio",75690,55644,85.599147,Mostly Urban
"Hardin, Ohio",31542,48773,77.3118747,Mostly Rural
"Harrison, Ohio",15307,48462,73.7258065,Mostly Rural
"Henry, Ohio",27316,59083,85.648441,Mostly Rural
"Highland, Ohio",43007,43297,71.5607353,Mostly Rural
"Hocking, Ohio",28495,50000,78.8489209,Mostly Rural
"Holmes, Ohio",43859,62111,58.1812334,Mostly Rural
"Huron, Ohio",58457,51559,82.104112,Mostly Rural
"Jackson, Ohio",32524,45340,77.7769159,Mostly Rural
"Jefferson, Ohio",66886,44819,76.3512773,Mostly Urban
"Knox, Ohio",61215,55131,80.7626392,Mostly Rural
"Lake, Ohio",230052,63475,86.7670348,Mostly Urban
"Lawrence, Ohio",60622,44372,75.4842821,Mostly Urban
"Licking, Ohio",172293,62715,85.887903,Mostly Urban
"Logan, Ohio",45307,55150,83.7246703,Mostly Rural
"Lorain, Ohio",306713,56965,83.690269,Mostly Urban
"Lucas, Ohio",432379,46924,83.1804093,Mostly Urban
"Madison, Ohio",43988,65264,84.5755968,Mostly Urban
"Mahoning, Ohio",231064,44682,80.9121691,Mostly Urban
"Marion, Ohio",65344,45464,80.6020474,Mostly Urban
"Medina, Ohio",177257,74243,90.0001468,Mostly Urban
"Meigs, Ohio",23160,43591,70.3687588,Mostly Rural
"Mercer, Ohio",40806,59417,84.9354198,Mostly Rural
"Miami, Ohio",104800,57544,84.8591806,Mostly Urban
"Monroe, Ohio",14090,43956,66.5264929,Mostly Rural
"Montgomery, Ohio",532034,49314,83.9611602,Mostly Urban
"Morgan, Ohio",14702,41731,73.1901741,Mostly Rural
"Morrow, Ohio",34976,56010,77.4545455,Mostly Rural
"Muskingum, Ohio",86076,45276,79.8533836,Mostly Urban
"Noble, Ohio",14443,47456,69.1161667,Mostly Rural
"Ottawa, Ohio",40709,57918,85.5632808,Mostly Urban
"Paulding, Ohio",18872,51933,76.4736165,Mostly Rural
"Perry, Ohio",35985,48811,76.4449694,Mostly Rural
"Pickaway, Ohio",57420,62214,84.0835361,Mostly Urban
"Pike, Ohio",28214,43729,74.4871558,Mostly Rural
"Portage, Ohio",162644,56618,85.1838111,Mostly Urban
"Preble, Ohio",41207,55374,81.3610938,Mostly Rural
"Putnam, Ohio",33969,62001,83.1066788,Mostly Rural
"Richland, Ohio",121324,47346,78.3970165,Mostly Urban
"Ross, Ohio",77051,48403,80.5266637,Mostly Rural
"Sandusky, Ohio",59299,51701,79.6536797,Mostly Urban
"Scioto, Ohio",76377,39731,74.7490527,Mostly Rural
"Seneca, Ohio",55475,49936,81.8723444,Mostly Urban
"Shelby, Ohio",48797,61042,81.5641259,Mostly Rural
"Stark, Ohio",373475,52190,84.1643247,Mostly Urban
"Summit, Ohio",541810,55448,84.1959133,Mostly Urban
"Trumbull, Ohio",201794,45975,78.6938709,Mostly Urban
"Tuscarawas, Ohio",92526,51170,76.6792514,Mostly Urban
"Union, Ohio",55654,82775,89.0156554,Mostly Rural
"Van Wert, Ohio",28281,52754,77.730099,Mostly Rural
"Vinton, Ohio",13111,42114,65.7209939,Rural
"Warren, Ohio",226564,83330,91.9849986,Mostly Urban
"Washington, Ohio",60671,48572,75.3132583,Mostly Rural
"Wayne, Ohio",116208,56348,80.4056702,Mostly Rural
"Williams, Ohio",36936,49491,80.8080808,Mostly Rural
"Wood, Ohio",129936,59789,87.9011954,Mostly Urban
"Wyandot, Ohio",22107,52940,79.6826796,Mostly Rural
"Adair, Oklahoma",22113,32986,56.0191165,Mostly Rural
"Alfalfa, Oklahoma",5857,59569,78.907048,Rural
"Atoka, Oklahoma",13874,38821,70.2753678,Rural
"Beaver, Oklahoma",5415,51996,75.5303404,Rural
"Beckham, Oklahoma",22621,48725,79.5953451,Mostly Urban
"Blaine, Oklahoma",9634,50391,70.035824,Mostly Rural
"Bryan, Oklahoma",45759,43245,74.5468322,Mostly Rural
"Caddo, Oklahoma",29342,44588,66.614374,Mostly Rural
"Canadian, Oklahoma",136710,71157,87.3524074,Mostly Urban
"Carter, Oklahoma",48406,49216,72.5676265,Mostly Rural
"Cherokee, Oklahoma",48599,40936,68.5951415,Mostly Rural
"Choctaw, Oklahoma",14886,32129,62.3101319,Mostly Rural
"Cimarron, Oklahoma",2189,46071,71.6632444,Rural
"Cleveland, Oklahoma",276733,62863,89.2157049,Mostly Urban
"Coal, Oklahoma",5618,40000,66.6368515,Rural
"Comanche, Oklahoma",122561,52227,84.8345459,Mostly Urban
"Cotton, Oklahoma",5929,51623,76.4466546,Mostly Rural
"Craig, Oklahoma",14493,41701,68.9306092,Mostly Rural
"Creek, Oklahoma",71160,49578,77.6668418,Mostly Rural
"Custer, Oklahoma",29209,48884,81.5421228,Mostly Urban
"Delaware, Oklahoma",42112,39742,72.8128394,Mostly Rural
"Dewey, Oklahoma",4918,50037,75.6613757,Rural
"Ellis, Oklahoma",4072,52705,73.6776602,Rural
"Garfield, Oklahoma",62190,51332,80.4692747,Mostly Urban
"Garvin, Oklahoma",27823,45066,74.8201439,Mostly Rural
"Grady, Oklahoma",54733,58177,79.7943134,Mostly Rural
"Grant, Oklahoma",4418,56287,76.9315068,Rural
"Greer, Oklahoma",5943,38322,71.8765311,Mostly Rural
"Harmon, Oklahoma",2721,41607,79.20541,Rural
"Harper, Oklahoma",3847,50114,72.1665382,Rural
"Haskell, Oklahoma",12704,39375,69.2228618,Mostly Rural
"Hughes, Oklahoma",13460,39265,56.7395041,Mostly Rural
"Jackson, Oklahoma",25384,45757,82.610458,Mostly Urban
"Jefferson, Oklahoma",6223,37319,65.8639628,Rural
"Johnston, Oklahoma",11041,40077,64.255814,Rural
"Kay, Oklahoma",44880,45426,75.8515506,Mostly Urban
"Kingfisher, Oklahoma",15618,60656,75.4302775,Mostly Rural
"Kiowa, Oklahoma",9001,38209,72.5079533,Mostly Rural
"Latimer, Oklahoma",10495,42363,69.3221178,Mostly Rural
"Le Flore, Oklahoma",49909,39769,69.5432025,Mostly Rural
"Lincoln, Oklahoma",34854,49362,66.367678,Mostly Rural
"Logan, Oklahoma",46044,62035,80.3064156,Mostly Rural
"Love, Oklahoma",9933,52007,72.8468525,Rural
"McClain, Oklahoma",38634,64492,85.090755,Mostly Rural
"McCurtain, Oklahoma",32966,35829,60.425299,Mostly Rural
"McIntosh, Oklahoma",19819,37086,68.3941519,Mostly Rural
"Major, Oklahoma",7718,54118,76.2622951,Rural
"Marshall, Oklahoma",16376,45828,70.2403846,Mostly Rural
"Mayes, Oklahoma",40980,48853,79.2840005,Mostly Rural
"Murray, Oklahoma",13875,51490,70.9376167,Mostly Urban
"Muskogee, Oklahoma",69084,42689,73.7403175,Mostly Urban
"Noble, Oklahoma",11411,53253,72.8456696,Mostly Rural
"Nowata, Oklahoma",10383,41895,66.1606268,Mostly Rural
"Okfuskee, Oklahoma",12115,38527,64.437153,Mostly Rural
"Oklahoma, Oklahoma",782051,52855,83.3690915,Mostly Urban
"Okmulgee, Oklahoma",38889,42175,68.7623594,Mostly Urban
"Osage, Oklahoma",47311,47789,75.8932012,Mostly Rural
"Ottawa, Oklahoma",31566,39070,71.6255746,Mostly Urban
"Pawnee, Oklahoma",16428,47413,70.459307,Mostly Rural
"Payne, Oklahoma",81512,40944,84.67443,Mostly Urban
"Pittsburg, Oklahoma",44382,45346,75.8467174,Mostly Rural
"Pontotoc, Oklahoma",38358,49235,68.9981887,Mostly Rural
"Pottawatomie, Oklahoma",72000,47683,78.6447718,Mostly Rural
"Pushmataha, Oklahoma",11119,37457,65.9197849,Rural
"Roger Mills, Oklahoma",3708,47667,68.9349112,Rural
"Rogers, Oklahoma",90814,62949,81.9923372,Mostly Rural
"Seminole, Oklahoma",25071,38706,68.1956192,Mostly Rural
"Sequoyah, Oklahoma",41359,38328,72.092872,Mostly Rural
"Stephens, Oklahoma",43983,46166,77.1276909,Mostly Urban
"Texas, Oklahoma",21121,50450,76.0297398,Mostly Urban
"Tillman, Oklahoma",7515,40462,73.7643873,Mostly Rural
"Tulsa, Oklahoma",642781,53902,84.9623372,Mostly Urban
"Wagoner, Oklahoma",77850,61566,87.6860999,Mostly Urban
"Washington, Oklahoma",52001,52103,79.6487153,Mostly Urban
"Washita, Oklahoma",11432,52510,73.2981893,Mostly Rural
"Woods, Oklahoma",9127,56899,80.3939123,Mostly Urban
"Woodward, Oklahoma",20967,58706,81.3507926,Mostly Urban
"Multnomah, Oregon",798647,64337,89.4396338,Mostly Urban
"Marion, Oregon",335553,56097,86.8758611,Mostly Urban
"Washington, Oregon",581821,78010,92.9692804,Mostly Urban
"Clackamas, Oregon",405788,76597,90.8166941,Mostly Urban
"Lane, Oregon",368882,49958,87.9957554,Mostly Urban
"Jackson, Oregon",214267,50851,87.3537184,Mostly Urban
"Linn, Oregon",122870,52097,84.7161386,Mostly Urban
"Deschutes, Oregon",180640,63680,89.3378041,Mostly Urban
"Umatilla, Oregon",76898,51887,80.885963,Mostly Urban
"Douglas, Oregon",108323,45812,82.7544086,Mostly Urban
"Yamhill, Oregon",103820,59484,86.9298561,Mostly Urban
"Klamath, Oregon",66310,43522,80.5707613,Mostly Urban
"Josephine, Oregon",85481,43046,83.8012119,Mostly Urban
"Coos, Oregon",63308,43308,79.5833333,Mostly Urban
"Polk, Oregon",81427,58344,88.6130944,Mostly Urban
"Malheur, Oregon",30431,42478,75.4488065,Mostly Urban
"Columbia, Oregon",50851,59714,85.5514096,Mostly Urban
"Lincoln, Oregon",47881,46061,84.0454761,Mostly Urban
"Clatsop, Oregon",38562,52583,84.2614708,Mostly Urban
"Benton, Oregon",89780,58655,92.626084,Mostly Urban
"Wasco, Oregon",25866,50973,81.5215274,Mostly Urban
"Union, Oregon",26028,48617,84.0091594,Mostly Urban
"Tillamook, Oregon",26076,47500,81.7954882,Mostly Rural
"Jefferson, Oregon",23143,50339,81.8677141,Mostly Rural
"Crook, Oregon",22337,44524,81.9145519,Mostly Urban
"Hood River, Oregon",23131,62935,85.8999883,Mostly Rural
"Baker, Oregon",15984,43921,77.4649921,Mostly Urban
"Curry, Oregon",22507,46396,80.6992337,Mostly Urban
"Morrow, Oregon",11215,55440,80.575903,Mostly Urban
"Lake, Oregon",7843,36627,68.4602175,Mostly Rural
"Grant, Oregon",7183,45357,78.4153005,Rural
"Wallowa, Oregon",6924,44953,79.3364929,Rural
"Harney, Oregon",7228,41797,83.5920177,Mostly Urban
"Gilliam, Oregon",1907,42976,78.1839623,Rural
"Sherman, Oregon",1605,48056,81.7934783,Rural
"Wheeler, Oregon",1426,33456,73.97882,Rural
"Adams, Pennsylvania",102023,64507,82.2646031,Mostly Rural
"Allegheny, Pennsylvania",1225561,58383,84.5198528,Mostly Urban
"Armstrong, Pennsylvania",66331,49032,77.6348696,Mostly Rural
"Beaver, Pennsylvania",166896,55828,80.8407586,Mostly Urban
